ASN,Prefix,Max prefix length
AS37098,2c0f:ea60:3700::/40,40
AS37199,197.155.28.0/22,22
AS37199,41.76.128.0/21,24
AS37199,197.155.0.0/19,24
AS37199,2c0f:fb18::/32,48
AS37199,41.76.128.0/21,23
AS37199,197.155.0.0/19,21
AS327795,197.149.176.0/22,32
AS327795,196.192.72.0/21,32
AS327795,2c0f:efe8::/32,128
AS327795,154.118.224.0/21,32
AS37497,2c0f:f9e8::/32,64
AS37497,197.148.64.0/21,30
AS37497,154.66.176.0/20,30
AS327966,197.159.88.0/21,24
AS327966,2c0f:f588::/32,48
AS36953,154.119.32.0/19,24
AS36953,196.201.6.0/23,24
AS36953,2c0f:f4b0::/32,32
AS328262,102.177.64.0/22,22
AS328262,2c0f:ef10::/32,48
AS328262,102.177.64.0/21,21
AS328262,102.177.68.0/22,22
AS37159,41.78.28.0/22,24
AS37159,2c0f:ea08::/32,48
AS32653,41.77.156.0/23,23
AS32653,2c0f:fbf0::/28,48
AS32653,41.77.152.0/22,22
AS32653,41.222.48.0/21,21
AS36924,154.72.112.0/20,24
AS36924,196.250.64.0/18,24
AS36924,2c0f:f260::/32,48
AS37618,154.73.0.0/22,22
AS37420,102.131.128.0/17,17
AS37420,196.46.144.0/22,22
AS37420,196.220.224.0/20,20
AS37420,2001:43f8:180::/48,48
AS327733,154.72.8.0/22,22
AS327733,154.72.8.0/23,23
AS327733,154.72.10.0/24,24
AS327733,154.72.11.0/24,24
AS328174,2001:43f8:1070::/48,48
AS328174,102.165.188.0/24,24
AS328453,102.65.0.0/16,24
AS37567,2001:43f8:1420::/48,48
AS37567,196.6.103.0/24,24
AS37520,2001:43f8:750::/44,44
AS37520,2001:43f8:750::/45,45
AS37520,2001:43f8:758::/46,46
AS2635,196.41.85.0/24,24
AS2635,2001:43f8:bf0::/48,48
AS327822,169.255.20.0/22,22
AS327822,169.255.20.0/23,23
AS327822,169.255.20.0/24,24
AS327822,169.255.21.0/24,24
AS327822,169.255.22.0/23,23
AS327822,169.255.22.0/24,24
AS327822,169.255.23.0/24,24
AS37670,164.160.72.0/21,24
AS327804,160.119.32.0/20,20
AS327804,160.119.32.0/19,19
AS327804,160.119.48.0/20,20
AS6968,206.223.136.0/24,24
AS37564,165.49.0.0/16,19
AS22572,66.18.64.0/19,24
AS11845,209.203.0.0/18,24
AS37353,129.205.128.0/18,24
AS328032,164.160.44.0/24,24
AS328032,164.160.44.0/23,23
AS328032,160.20.24.0/21,24
AS328032,164.160.47.0/24,24
AS328032,164.160.46.0/24,24
AS328032,164.160.45.0/24,24
AS328032,164.160.46.0/23,23
AS328112,45.220.56.0/21,24
AS328112,156.0.160.0/19,24
AS30844,152.108.0.0/16,24
AS16637,152.108.212.0/24,24
AS327733,169.239.4.0/22,24
AS327733,169.255.232.0/22,24
AS32437,160.119.192.0/22,24
AS36924,156.38.64.0/19,24
AS61138,169.239.128.0/22,23
AS327908,168.253.125.0/24,24
AS327908,168.253.124.0/24,24
AS327908,168.253.122.0/24,24
AS327908,168.253.126.0/24,24
AS327908,168.253.127.0/24,24
AS327908,168.253.123.0/24,24
AS327908,168.253.121.0/24,24
AS327908,168.253.120.0/24,24
AS37682,169.239.192.0/24,24
AS37682,169.239.193.0/24,24
AS37682,169.239.194.0/24,24
AS37682,169.239.195.0/24,24
AS32653,45.220.128.0/17,24
AS37640,45.222.64.0/19,24
AS37314,165.16.128.0/19,24
AS37049,165.16.168.0/22,22
AS37049,165.16.160.0/19,19
AS327850,168.253.216.0/21,24
AS10474,192.96.37.0/24,24
AS328366,160.226.144.0/20,24
AS327909,165.16.224.0/20,24
AS37002,165.169.0.0/16,24
AS37497,129.205.32.0/19,30
AS328037,164.160.88.0/22,24
AS37567,156.0.255.0/24,24
AS37281,164.160.16.0/22,24
AS37520,192.42.99.0/24,24
AS37520,146.231.0.0/16,16
AS37520,146.231.0.0/17,17
AS37520,146.231.128.0/18,18
AS37520,146.231.128.0/21,21
AS37520,146.231.192.0/18,18
AS327999,45.220.32.0/20,20
AS37722,169.255.160.0/22,24
AS327966,169.239.164.0/22,24
AS37314,168.155.0.0/16,24
AS37314,192.157.190.0/24,24
AS36924,160.119.160.0/19,24
AS36916,192.142.0.0/16,24
AS2018,155.232.0.0/16,24
AS327940,169.255.224.0/22,22
AS327892,45.221.12.0/22,24
AS327892,169.255.216.0/22,24
AS328039,45.222.32.0/20,20
AS327983,160.19.112.0/20,24
AS327983,169.239.208.0/22,24
AS37721,165.16.208.0/20,24
AS328114,45.221.26.0/24,24
AS327824,169.159.224.0/19,24
AS36915,194.9.82.0/23,24
AS328366,81.26.72.0/21,24
AS328174,80.88.11.0/24,24
