ASN,Prefix,Max prefix length
AS266883,45.161.8.0/22,22
AS266883,2803:faa0::/32,32
AS265788,192.141.164.0/24,24
AS265788,192.141.166.0/24,24
AS265788,192.141.165.0/24,24
AS265788,192.141.167.0/24,24
AS265788,2803:7fc0::/32,32
AS265788,192.141.164.0/22,22
AS262146,186.96.252.0/22,24
AS28056,200.0.18.0/24,24
AS28056,2001:13c7:6003::/48,48
AS264668,2803:27c0::/32,48
AS264668,131.196.112.0/22,24
AS269756,131.196.112.0/24,24
AS7049,186.0.192.0/18,24
AS7049,2800:630::/32,32
AS27735,186.0.216.0/24,24
AS52366,190.99.96.0/20,24
AS52366,2803:b200::/32,48
AS52241,190.99.96.0/20,24
AS52241,2803:b200::/32,48
AS52352,179.51.224.0/20,24
AS52352,190.15.80.0/20,24
AS52352,2803:e480::/32,48
AS263216,191.98.208.0/21,21
AS263216,2803:f280::/32,32
AS6057,190.64.0.0/16,24
AS6057,190.132.0.0/14,24
AS6057,200.40.0.0/16,24
AS6057,200.125.0.0/18,24
AS6057,201.217.128.0/18,24
AS6057,201.221.32.0/19,24
AS6057,167.56.0.0/13,24
AS6057,167.108.0.0/16,24
AS6057,167.116.0.0/16,24
AS6057,179.24.0.0/13,24
AS6057,186.48.0.0/14,24
AS6057,186.52.0.0/14,24
AS6057,190.0.128.0/19,24
AS6057,190.64.0.0/17,24
AS6057,190.64.128.0/17,24
AS6057,190.132.0.0/16,24
AS6057,190.133.0.0/16,24
AS6057,190.134.0.0/15,24
AS6057,200.2.32.0/19,24
AS6057,200.125.0.0/20,24
AS6057,200.125.16.0/20,24
AS6057,200.125.32.0/20,24
AS6057,200.125.48.0/20,24
AS6057,201.217.128.0/19,24
AS6057,201.217.160.0/19,24
AS6057,201.221.32.0/20,24
AS6057,201.221.48.0/20,24
AS6057,2800:a0::/28,48
AS264750,170.79.144.0/22,22
AS264750,2803:f8c0::/32,32
AS22368,181.174.0.0/18,23
AS22368,181.174.0.0/18,24
AS22368,190.13.0.0/19,23
AS22368,190.13.32.0/19,22
AS22368,190.96.128.0/19,21
AS22368,190.96.160.0/19,23
AS22368,190.96.192.0/20,21
AS22368,190.96.208.0/20,21
AS22368,190.96.224.0/19,22
AS22368,190.124.96.0/19,23
AS22368,190.184.128.0/18,24
AS22368,201.221.128.0/20,24
AS22368,201.221.144.0/20,24
AS27983,45.236.83.0/24,24
AS266858,45.239.44.0/24,24
AS266858,45.239.45.0/24,24
AS266858,45.239.46.0/24,24
AS266858,45.239.47.0/24,24
AS266877,152.231.24.0/21,21
AS266877,2803:de80::/32,32
AS266877,152.231.30.0/24,24
AS266877,152.231.31.0/24,24
AS266877,152.231.24.0/24,24
AS266877,152.231.26.0/24,24
AS266877,152.231.29.0/24,24
AS266877,152.231.30.0/23,24
AS266877,152.231.27.0/24,24
AS266877,152.231.28.0/24,24
AS266877,152.231.25.0/24,24
AS264732,45.177.144.0/22,24
AS264732,2803:8a60::/32,32
AS19429,2801:1f:f000::/48,48
AS27669,200.108.129.0/24,24
AS27669,200.108.132.0/24,24
AS27669,200.108.142.0/24,24
AS27669,200.108.143.0/24,24
AS27669,200.108.130.0/23,24
AS27669,200.108.133.0/24,24
AS27669,200.108.134.0/23,24
AS27669,200.108.136.0/22,24
AS27669,200.108.140.0/23,24
AS27659,190.14.48.0/20,20
AS27659,200.6.96.0/20,20
AS27659,200.6.112.0/20,20
AS27659,190.14.48.0/23,23
AS27659,190.14.50.0/23,23
AS27659,190.14.52.0/23,23
AS27659,190.14.56.0/23,23
AS27659,190.14.58.0/23,23
AS27659,190.14.60.0/23,23
AS27659,200.6.96.0/23,23
AS27659,200.6.98.0/23,23
AS27659,200.6.100.0/23,23
AS27659,200.6.102.0/23,23
AS27659,200.6.104.0/23,23
AS27659,200.6.106.0/23,23
AS27659,200.6.108.0/23,23
AS27659,200.6.110.0/23,23
AS27659,200.6.112.0/23,23
AS27659,200.6.114.0/23,23
AS27659,200.6.116.0/23,23
AS27659,200.6.118.0/23,23
AS27659,200.6.120.0/23,23
AS27659,200.6.122.0/23,23
AS27659,200.6.124.0/23,23
AS27659,200.6.126.0/23,23
AS27659,2803:aa00::/32,32
AS264836,192.141.11.0/24,24
AS264836,192.141.9.0/24,24
AS266664,192.141.10.0/24,24
AS262157,200.14.83.0/24,24
AS262157,2801:0:420::/48,48
AS52399,45.239.114.0/24,24
AS52399,2803:e2a0::/32,48
AS265733,168.90.255.0/24,24
AS264669,168.90.252.0/23,23
AS264669,168.90.254.0/24,24
AS262589,181.225.65.0/24,24
AS262589,181.225.73.0/24,24
AS262589,181.225.78.0/24,24
AS262589,190.0.242.0/24,24
AS262589,190.0.244.0/24,24
AS262589,190.107.19.0/24,24
AS262589,190.107.20.0/24,24
AS262589,190.121.128.0/24,24
AS262589,190.121.130.0/24,24
AS262589,190.121.142.0/23,24
AS262589,190.121.149.0/24,24
AS262589,190.121.157.0/24,24
AS262589,190.14.246.0/24,24
AS262589,190.14.249.0/24,24
AS262589,190.14.251.0/24,24
AS27951,181.118.144.0/20,26
AS27951,181.225.64.0/20,24
AS27951,190.0.240.0/21,24
AS27951,190.107.16.0/20,24
AS27951,190.121.128.0/20,24
AS27951,190.121.144.0/20,24
AS27951,190.14.224.0/20,24
AS27951,190.14.240.0/20,24
AS27951,200.110.168.0/21,24
AS27951,2800:490::/32,36
AS18678,181.225.65.0/24,24
AS18678,181.225.73.0/24,24
AS18678,181.225.78.0/24,24
AS18678,190.0.242.0/24,24
AS18678,190.0.244.0/24,24
AS18678,190.107.19.0/24,24
AS18678,190.107.20.0/24,24
AS18678,190.121.128.0/24,24
AS18678,190.121.130.0/24,24
AS18678,190.121.142.0/23,24
AS18678,190.121.149.0/24,24
AS18678,190.121.157.0/24,24
AS18678,190.14.246.0/24,24
AS18678,190.14.249.0/24,24
AS18678,190.14.251.0/24,24
AS27951,132.255.20.0/22,24
AS27951,138.117.108.0/22,24
AS27951,168.90.12.0/22,24
AS27951,170.254.228.0/22,24
AS3816,190.121.137.0/24,24
AS18678,138.117.111.0/24,24
AS18678,168.90.14.0/24,24
AS262589,138.117.111.0/24,24
AS262589,168.90.14.0/24,24
AS27817,190.14.239.128/25,25
AS263224,177.91.248.0/21,24
AS264819,170.80.140.0/22,22
AS23487,190.111.64.0/19,24
AS23487,200.25.192.0/19,24
AS27738,190.63.56.0/22,24
AS27738,190.63.60.0/24,24
AS27738,190.63.61.0/24,24
AS27738,190.63.212.0/22,24
AS27738,190.63.216.0/24,24
AS27738,190.63.217.0/24,24
AS23487,190.63.0.0/16,24
AS23487,190.111.64.0/20,24
AS23487,190.111.80.0/20,24
AS23487,200.25.192.0/20,24
AS23487,200.25.208.0/20,24
AS23487,2800:430::/32,48
AS263793,138.117.16.0/22,24
AS266677,45.228.60.0/22,24
AS266677,2803:b920::/32,38
AS52273,190.112.32.0/21,24
AS52273,2803:94c0::/32,32
AS20015,200.71.192.0/24,24
AS20015,200.71.193.0/24,24
AS20015,200.71.194.0/24,24
AS20015,200.71.195.0/24,24
AS20015,200.71.196.0/24,24
AS20015,200.71.197.0/24,24
AS20015,200.71.198.0/24,24
AS20015,200.71.199.0/24,24
AS20015,200.71.200.0/24,24
AS20015,200.71.201.0/24,24
AS20015,200.71.202.0/24,24
AS20015,200.71.203.0/24,24
AS20015,200.71.204.0/24,24
AS20015,200.71.205.0/24,24
AS20015,200.71.206.0/24,24
AS20015,200.71.207.0/24,24
AS20015,200.71.208.0/24,24
AS20015,200.71.209.0/24,24
AS20015,200.71.210.0/24,24
AS20015,200.71.211.0/24,24
AS20015,200.71.212.0/24,24
AS20015,200.71.213.0/24,24
AS20015,200.71.214.0/24,24
AS20015,200.71.215.0/24,24
AS20015,200.71.216.0/24,24
AS20015,200.71.217.0/24,24
AS20015,200.71.218.0/24,24
AS20015,200.71.219.0/24,24
AS20015,200.71.220.0/24,24
AS20015,200.71.221.0/24,24
AS20015,200.71.222.0/24,24
AS20015,200.71.223.0/24,24
AS27650,190.5.192.0/23,24
AS27650,190.5.194.0/23,24
AS27650,190.5.196.0/22,24
AS27650,190.5.200.0/21,24
AS27650,190.115.224.0/19,24
AS27650,2803:fe00::/32,64
AS263702,45.228.208.0/22,24
AS263702,2803:e920::/32,32
AS266659,45.227.244.0/22,22
AS266659,2801:11:b000::/48,48
AS262234,179.49.112.0/21,21
AS262234,2803:db00::/32,32
AS262234,170.245.56.0/22,24
AS262234,179.49.112.0/21,24
AS262234,131.108.232.0/22,24
AS265839,201.148.104.0/22,24
AS265839,2803:6580::/32,32
AS20255,200.108.192.0/18,24
AS20255,201.221.0.0/19,24
AS20255,190.108.0.0/19,24
AS20255,2803:d600::/32,32
AS267752,45.170.28.0/22,22
AS27855,190.187.255.0/24,24
AS21575,148.102.113.0/24,24
AS21575,148.102.114.0/24,24
AS21575,148.102.115.0/24,24
AS21575,148.102.116.0/24,24
AS19180,148.102.0.0/17,20
AS19180,190.187.0.0/17,20
AS19180,190.187.128.0/17,20
AS19180,190.8.128.0/19,20
AS19180,200.31.112.0/20,20
AS19180,200.31.96.0/20,20
AS19180,2001:1380::/32,37
AS28007,2803:6340::/32,64
AS28007,168.232.28.0/22,24
AS27947,2803:c280::/32,32
AS265775,191.97.64.0/22,22
AS265775,191.97.64.0/24,24
AS265775,191.97.65.0/24,24
AS265775,191.97.66.0/24,24
AS265775,191.97.67.0/24,24
AS265775,2803:c280::/32,52
AS27919,191.97.64.0/22,22
AS27919,191.97.64.0/24,24
AS27919,191.97.65.0/24,24
AS27919,191.97.66.0/24,24
AS27919,191.97.67.0/24,24
AS27919,2803:c280::/32,52
AS52468,201.159.112.0/22,24
AS52276,190.115.15.0/24,24
AS52468,2803:e880::/40,48
AS52468,2803:e880:100::/40,48
AS52468,2803:e880:200::/40,48
AS52468,2803:e880:8000::/40,48
AS52468,2803:e880:8100::/40,48
AS52468,2803:e880:8200::/40,48
AS52468,190.115.12.0/22,24
AS52468,190.115.8.0/24,24
AS52468,201.159.112.0/23,24
AS52468,167.250.220.0/23,24
AS52468,190.115.10.0/23,24
AS52468,190.115.9.0/24,24
AS52468,190.115.15.0/24,24
AS52468,190.115.0.0/21,24
AS266676,45.229.4.0/24,24
AS266676,45.229.5.0/24,24
AS266676,45.229.6.0/24,24
AS266676,45.229.7.0/24,24
AS266848,45.238.197.0/24,24
AS266848,45.238.196.0/22,22
AS266848,2801:12:f000::/48,48
AS3549,2803:b2a0::/32,32
AS266860,45.238.180.0/22,24
AS266688,2803:1520::/32,32
AS266688,45.229.128.0/24,24
AS266688,45.229.129.0/24,24
AS266688,45.229.130.0/24,24
AS266688,45.229.131.0/24,24
AS263831,200.33.85.0/24,24
AS263831,2801:1f:2000::/48,48
AS263238,45.4.200.0/22,24
AS263238,2803:81c0::/32,64
AS27763,200.25.224.0/20,24
AS27763,200.25.240.0/20,24
AS269728,45.180.140.0/24,24
AS266902,45.161.46.0/24,24
AS266902,45.161.47.0/24,24
AS266902,45.161.44.0/22,22
AS266902,2801:15:f000::/48,48
AS266902,45.161.44.0/24,24
AS266902,45.161.45.0/24,24
AS264668,131.196.60.0/22,24
AS264668,2803:67c0::/32,48
AS27947,2803:67c0::/32,48
AS27983,45.229.180.0/22,22
AS264668,2803:c420::/32,48
AS264668,45.70.12.0/22,24
AS269833,45.188.20.0/22,22
AS269833,2803:cf60::/32,32
AS14080,201.150.96.0/22,24
AS263779,45.231.54.0/24,24
AS263779,200.10.176.0/24,24
AS263779,200.10.177.0/24,24
AS263779,200.107.82.0/24,24
AS263779,200.107.83.0/24,24
AS263779,2001:13c7:7004::/48,48
AS263779,2801:1d:a001::/48,48
AS263779,2801:1d:a004::/48,48
AS266717,45.231.52.0/24,24
AS266717,45.231.53.0/24,24
AS266717,45.231.55.0/24,24
AS266717,2801:1d:a000::/48,48
AS266717,2801:1d:a002::/48,48
AS266717,2801:1d:a003::/48,48
AS266717,2801:1d:a005::/48,48
AS266717,2801:1d:a006::/48,48
AS266717,2801:1d:a007::/48,48
AS266717,2801:1d:a008::/48,48
AS266717,2801:1d:a009::/48,48
AS266717,2801:1d:a00a::/48,48
AS266717,2801:1d:a00b::/48,48
AS266717,2801:1d:a00c::/48,48
AS266717,2801:1d:a00d::/48,48
AS266717,2801:1d:a00e::/48,48
AS266717,2801:1d:a00f::/48,48
AS5745,200.12.154.0/24,24
AS19429,186.31.0.0/16,24
AS19429,186.28.0.0/16,24
AS19429,186.30.0.0/16,24
AS19429,186.154.0.0/16,24
AS19429,186.29.0.0/16,24
AS19429,186.155.0.0/16,24
AS19429,190.24.0.0/16,24
AS19429,190.25.0.0/16,24
AS19429,190.26.0.0/16,24
AS19429,190.27.0.0/16,24
AS19429,190.93.128.0/19,24
AS19429,200.11.40.0/21,24
AS19429,200.69.96.0/20,24
AS19429,200.69.112.0/20,24
AS19429,200.75.32.0/19,24
AS19429,200.93.128.0/19,24
AS19429,200.93.160.0/19,24
AS19429,200.119.0.0/19,24
AS19429,200.119.32.0/19,24
AS19429,200.119.64.0/18,24
AS19429,201.244.0.0/16,24
AS19429,201.245.0.0/16,24
AS19429,2800:260::/28,32
AS264668,2803:8c20::/32,32
AS264668,45.71.184.0/22,24
AS27947,45.71.187.0/24,24
AS266881,45.160.212.0/22,24
AS27762,190.121.240.0/20,20
AS27762,2803:1100::/32,32
AS27941,200.29.232.0/21,24
AS27941,200.112.208.0/21,24
AS27941,201.219.240.0/21,24
AS27941,2803:2180::/34,48
AS27941,2803:2180:4000::/34,34
AS27941,2803:2180:8000::/33,33
AS61467,2803:e580::/32,32
AS61467,131.0.136.0/22,22
AS262202,186.96.80.0/24,24
AS262202,186.96.81.0/24,24
AS262202,186.96.82.0/24,24
AS262202,186.96.83.0/24,24
AS262202,186.96.84.0/24,24
AS262202,186.96.85.0/24,24
AS262202,186.96.86.0/24,24
AS262202,186.96.87.0/24,24
AS262202,186.96.88.0/24,24
AS262202,186.96.89.0/24,24
AS262202,186.96.90.0/24,24
AS262202,186.96.91.0/24,24
AS262202,186.96.92.0/24,24
AS262202,186.96.93.0/24,24
AS262202,186.96.94.0/24,24
AS262202,186.96.95.0/24,24
AS269790,2801:1a:4800::/48,48
AS269790,45.182.119.0/24,24
AS27984,138.117.20.0/22,24
AS27984,168.90.84.0/22,24
AS27984,168.194.232.0/22,24
AS27984,181.16.0.0/18,24
AS27984,181.16.64.0/18,24
AS27984,181.192.32.0/19,24
AS27984,190.105.0.0/18,24
AS27984,190.105.64.0/18,24
AS27984,2800:af0::/32,48
AS262287,181.114.240.0/20,32
AS8053,181.225.32.0/19,24
AS8053,190.94.192.0/19,24
AS8053,190.94.224.0/19,24
AS8053,2803:d480::/32,48
AS264605,138.255.248.0/22,24
AS264605,170.245.164.0/22,24
AS264605,170.254.64.0/22,24
AS264605,2803:9640::/32,48
AS61508,138.219.60.0/22,24
AS61508,138.219.60.0/24,24
AS61508,138.219.61.0/24,24
AS61508,138.219.62.0/24,24
AS61508,138.219.63.0/24,24
AS61508,2803:f240::/32,32
AS265862,45.225.216.0/22,24
AS265853,45.225.216.0/22,24
AS265862,45.225.216.0/22,23
AS265853,45.225.216.0/22,23
AS61449,2803:580::/32,48
AS61449,138.186.160.0/22,24
AS61449,201.139.80.0/22,24
AS23520,2803:f780::/32,32
AS23520,138.36.24.0/22,22
AS52367,138.117.156.0/22,24
AS52367,190.104.48.0/20,24
AS52367,2803:400::/32,32
AS266694,45.229.168.0/22,22
AS266694,2803:7520::/32,32
AS61503,138.36.252.0/22,24
AS269733,138.36.252.0/22,24
AS265703,138.36.252.0/22,24
AS265763,164.163.40.0/22,24
AS264815,170.239.168.0/22,24
AS266896,45.239.107.0/24,24
AS266896,2801:11:f000::/48,48
AS265858,45.225.204.0/22,24
AS52496,45.188.188.0/22,24
AS52496,2803:2f60::/32,48
AS14178,200.33.178.0/24,24
AS27947,200.0.30.0/23,23
AS27947,200.0.28.0/22,24
AS27820,192.188.50.0/24,24
AS3549,200.0.30.0/23,23
AS3549,192.188.50.0/24,24
AS27820,200.0.28.0/22,24
AS27820,200.0.29.0/24,24
AS27820,200.0.30.0/23,24
AS27820,200.0.31.0/24,24
AS27820,2800:130::/32,32
AS40676,45.236.164.0/22,24
AS262256,45.236.164.0/22,24
AS267682,45.162.82.0/23,23
AS267682,45.162.84.0/24,24
AS266776,170.78.112.0/22,24
AS266776,2803:e8c0::/32,64
AS52488,200.3.144.0/23,24
AS52488,2801:190::/40,44
AS266808,45.236.140.0/22,22
AS266808,2803:98a0::/32,32
AS27865,2803:4a80:4000::/34,34
AS27865,2803:4a80:8000::/33,34
AS27865,170.239.28.0/22,22
AS27865,190.103.80.0/22,24
AS52274,200.12.196.0/24,24
AS52274,200.12.197.0/24,24
AS52274,200.12.198.0/24,24
AS52274,200.12.199.0/24,24
AS52274,2801:0:60::/48,48
AS52274,2801:0:61::/48,48
AS52274,2801:0:62::/48,48
AS52274,2801:0:63::/48,48
AS264676,168.205.8.0/22,24
AS264676,2803:ed40::/32,32
AS265734,45.65.203.0/24,24
AS265734,2801:1a:3000::/48,48
AS52342,186.148.212.0/22,24
AS52342,2800:9b0::/32,48
AS266687,45.229.44.0/22,24
AS266687,45.229.45.0/24,24
AS266687,45.229.46.0/23,24
AS266687,45.229.47.0/24,24
AS266687,2803:e520::/32,32
AS263212,191.97.88.0/21,24
AS263212,2803:a280::/32,48
AS269815,45.186.108.0/22,22
AS269815,2803:fb60::/32,32
AS266655,45.225.43.0/24,24
AS266655,45.225.132.0/23,23
AS266655,45.225.132.0/24,24
AS266655,2803:c120::/32,32
AS266806,45.236.100.0/22,24
AS266806,2803:b0a0::/32,32
AS264605,45.6.40.0/22,24
AS264605,2803:19c0::/32,48
AS269747,45.182.124.0/22,23
AS267740,45.168.196.0/22,24
AS267740,2801:18:800::/48,50
AS263796,2803:5c40::/32,32
AS263796,138.122.244.0/24,24
AS263796,138.122.245.0/24,24
AS263796,138.122.246.0/24,24
AS14420,138.59.108.0/22,24
AS265826,45.70.228.0/22,22
AS265826,2803:7420::/32,34
AS264780,45.165.40.0/22,22
AS23031,200.6.14.0/24,24
AS264810,170.238.204.0/22,24
AS32098,170.150.12.0/24,24
AS264689,168.228.140.0/22,22
AS264689,2803:2340::/32,32
AS269791,45.184.102.0/24,24
AS269791,2801:16:4800::/48,48
AS267842,45.174.224.0/23,23
AS267842,192.92.154.0/24,24
AS267842,2803:9460::/32,32
AS266713,45.230.36.0/22,22
AS266713,2803:8320::/32,32
AS27947,200.6.25.0/24,24
AS264830,170.80.228.0/22,22
AS264830,2803:2c0::/32,32
AS27796,190.14.192.0/20,24
AS27796,190.14.208.0/21,24
AS27796,200.12.208.0/21,24
AS27796,2803:2e40::/32,32
AS27860,200.12.211.0/24,24
AS265794,192.141.40.0/24,24
AS265794,192.141.41.0/24,24
AS265794,192.141.42.0/24,24
AS265794,192.141.43.0/24,24
AS265794,192.141.40.0/22,22
AS265794,2803:e020::/32,32
AS266675,45.228.176.0/22,24
AS264826,45.173.112.0/22,24
AS264826,2803:f060::/32,32
AS266784,45.235.120.0/22,24
AS266784,2803:a0::/36,36
AS266784,2803:a0:1000::/36,36
AS266784,2803:a0:2000::/36,36
AS266784,45.235.120.0/22,22
AS266784,45.235.120.0/24,24
AS266784,45.235.121.0/24,24
AS266784,45.235.122.0/24,24
AS266784,45.235.123.0/24,24
AS266784,2803:a0::/32,32
AS55285,190.111.120.0/22,22
AS55285,2803:4f00::/32,32
AS266801,45.236.124.0/22,24
AS266801,2803:c8a0::/32,40
AS63023,170.244.52.0/22,22
AS63023,2803:5ac0::/32,48
AS265633,170.244.52.0/22,22
AS265633,2803:5ac0::/32,48
AS27843,181.177.224.0/19,24
AS27843,190.102.128.0/19,25
AS27843,190.12.64.0/20,25
AS27843,190.12.80.0/20,24
AS27843,191.98.128.0/18,24
AS27843,2800:120::/32,32
AS27843,143.0.248.0/22,24
AS27843,170.231.80.0/22,23
AS27696,170.83.116.0/22,22
AS27696,2803:32c0::/32,32
AS61468,200.9.96.0/24,24
AS27947,200.9.96.0/24,24
AS269768,45.182.220.0/22,24
AS269768,2803:4d60::/32,48
AS21351,161.22.64.0/18,18
AS21351,2803:1680:3000::/36,36
AS23201,181.120.0.0/14,24
AS23201,181.124.0.0/14,24
AS23201,181.40.0.0/16,24
AS23201,186.0.188.0/22,24
AS23201,186.16.0.0/17,24
AS23201,186.16.128.0/17,24
AS23201,186.17.0.0/16,24
AS23201,186.2.192.0/19,24
AS23201,186.2.224.0/20,24
AS23201,190.128.128.0/18,24
AS23201,190.128.192.0/18,24
AS23201,190.2.192.0/20,24
AS23201,200.26.176.0/21,24
AS23201,200.85.32.0/20,24
AS23201,200.85.48.0/20,24
AS23201,2800:3a0::/32,48
AS23201,2800:c70::/32,48
AS266835,45.237.136.0/22,22
AS266835,2803:cca0::/32,32
AS267868,45.176.192.0/24,24
AS262252,190.120.240.0/22,24
AS262252,2803:d900::/32,32
AS262252,138.118.156.0/22,24
AS28100,2803:2e80::/32,32
AS28100,207.248.92.0/22,22
AS27941,138.117.40.0/22,22
AS27941,170.254.0.0/22,22
AS4323,2803:f840::/32,32
AS3549,2803:f840::/32,32
AS4323,138.117.40.0/22,22
AS4323,170.254.0.0/22,22
AS3549,138.117.40.0/22,22
AS3549,170.254.0.0/22,22
AS264812,170.238.108.0/22,24
AS52343,192.188.51.0/24,25
AS52343,2801:15::/48,48
AS265820,45.71.52.0/22,24
AS27951,2801:164::/40,40
AS266756,45.233.92.0/22,24
AS266756,2803:c720::/32,48
AS395978,45.227.254.0/24,24
AS43350,45.227.255.0/24,24
AS58271,45.227.252.0/24,24
AS49453,45.227.253.0/24,24
AS266773,45.233.236.0/23,24
AS266773,2801:1e:7000::/48,48
AS61503,45.239.208.0/22,24
AS265703,45.239.208.0/22,24
AS266857,45.239.208.0/22,24
AS269733,45.239.208.0/22,24
AS27876,186.5.160.0/20,24
AS27876,190.7.192.0/20,24
AS27876,190.7.208.0/20,24
AS264668,2803:aa20::/32,48
AS264668,45.225.104.0/22,24
AS264651,138.186.148.0/22,24
AS266855,45.239.108.0/22,22
AS269736,45.181.68.0/22,22
AS269736,2803:8960::/32,32
AS7908,161.22.32.0/24,24
AS267789,161.22.38.0/24,24
AS267789,161.22.32.0/24,24
AS267789,2803:6680::/32,48
AS12679,161.22.35.0/24,24
AS12679,161.22.36.0/24,24
AS12679,161.22.37.0/24,24
AS12679,161.22.38.0/24,24
AS264628,161.22.37.0/24,24
AS9009,161.22.36.0/24,24
AS264668,201.182.240.0/22,24
AS3549,201.182.242.0/24,24
AS264668,2803:8420::/32,32
AS264780,45.65.240.0/22,24
AS264780,45.65.240.0/22,22
AS10299,131.108.170.0/23,24
AS10299,138.122.200.0/22,24
AS10299,168.227.1.0/24,24
AS10299,168.227.2.0/23,24
AS10299,170.81.24.0/22,24
AS10299,186.27.128.0/17,24
AS10299,190.1.192.0/18,24
AS10299,190.99.128.0/17,24
AS10299,200.29.104.0/21,24
AS10299,200.29.114.0/24,24
AS10299,200.29.118.0/24,24
AS10299,200.29.122.0/23,23
AS10299,200.29.124.0/22,22
AS10299,186.27.128.0/17,17
AS10299,190.1.192.0/19,19
AS10299,190.1.224.0/19,19
AS10299,190.99.128.0/17,17
AS10299,200.29.96.0/20,20
AS10299,200.29.112.0/20,20
AS10299,2800:950::/32,32
AS266747,138.122.200.0/24,24
AS10299,131.108.168.0/22,22
AS10299,138.122.200.0/22,22
AS10299,168.227.0.0/22,22
AS10299,170.81.24.0/22,22
AS264668,2803:1c20::/32,48
AS27947,45.71.114.0/24,24
AS264668,45.71.112.0/22,24
AS262208,190.13.220.0/23,24
AS262208,190.13.222.0/24,24
AS262208,190.13.216.0/21,21
AS52320,138.204.236.0/22,24
AS52320,200.16.68.0/22,24
AS52320,2800:6e0::/32,32
AS52320,138.0.40.0/22,24
AS262184,187.49.248.0/24,24
AS262184,187.49.249.0/24,24
AS262184,187.49.250.0/24,24
AS262184,187.49.251.0/24,24
AS262184,187.49.252.0/24,24
AS262184,187.49.253.0/24,24
AS262184,187.49.254.0/24,24
AS262184,187.49.255.0/24,24
AS262184,187.49.248.0/21,21
AS262184,190.211.92.0/22,24
AS262184,190.5.212.0/22,24
AS262184,2800:a70::/32,32
AS16629,192.141.168.0/22,22
AS16629,2803:ffc0::/32,32
AS3549,186.1.250.0/24,24
AS3549,186.1.251.0/24,24
AS3549,186.1.252.0/24,24
AS3549,186.1.253.0/24,24
AS3549,186.1.254.0/24,24
AS3549,186.1.255.0/24,24
AS3549,186.1.248.0/24,24
AS3549,186.1.249.0/24,24
AS3549,186.1.248.0/23,24
AS61475,201.131.41.0/24,24
AS61475,2801:19:a000::/48,48
AS28096,190.9.56.0/21,24
AS28096,190.9.57.0/24,24
AS28096,190.9.58.0/23,24
AS28096,190.9.59.0/24,24
AS28096,190.9.60.0/22,24
AS28096,190.9.61.0/24,24
AS28096,190.9.62.0/23,24
AS28096,190.9.63.0/24,24
AS267931,45.180.124.0/22,24
AS23007,190.168.0.0/17,17
AS23007,2800:a008::/32,32
AS269783,45.184.108.0/22,23
AS262254,2803:f900::/32,64
AS262254,186.2.160.0/20,32
AS262254,190.115.16.0/20,32
AS262254,2803:f900::/32,48
AS27887,179.43.192.0/18,24
AS27887,186.1.64.0/18,24
AS27887,186.33.64.0/18,24
AS27887,190.122.96.0/20,24
AS27887,190.122.112.0/20,24
AS27887,200.26.168.0/21,24
AS27887,2803:1400::/32,48
AS28038,131.72.72.0/22,24
AS28038,170.231.160.0/22,24
AS28038,190.0.96.0/20,24
AS28038,190.0.112.0/20,24
AS28038,190.93.48.0/20,24
AS28038,190.114.64.0/20,24
AS28038,190.114.80.0/20,24
AS28038,190.115.112.0/20,24
AS28038,2803:5480::/32,48
AS267907,179.0.129.0/24,24
AS264678,2803:dd40::/32,48
AS264678,168.205.116.0/22,24
AS52466,181.224.172.0/24,24
AS52466,181.224.173.0/24,24
AS52466,181.224.174.0/24,24
AS52466,181.224.175.0/24,24
AS23487,181.224.174.0/24,24
AS23487,181.224.175.0/24,24
AS19114,181.224.172.0/24,24
AS19114,181.224.173.0/24,24
AS27855,190.7.64.0/19,24
AS27855,190.103.96.0/19,24
AS52468,45.167.0.0/22,24
AS52468,2803:59a0::/32,48
AS14232,138.219.4.0/22,22
AS14232,170.78.200.0/22,22
AS14232,179.51.80.0/20,22
AS14232,201.219.64.0/19,24
AS14232,201.219.96.0/20,24
AS14232,2800:2b0::/32,32
AS265741,128.201.81.0/24,24
AS265741,128.201.80.0/22,24
AS265741,128.201.82.0/24,24
AS265741,128.201.83.0/24,24
AS265741,128.201.80.0/22,22
AS52468,45.177.180.0/22,24
AS52468,2803:4a60::/32,48
AS52312,201.140.224.0/22,24
AS52312,181.177.192.0/21,24
AS52312,190.52.32.0/21,24
AS52312,138.94.12.0/22,24
AS52312,170.84.124.0/22,24
AS19114,200.50.232.0/23,24
AS27958,200.50.232.0/21,24
AS267881,45.177.124.0/22,24
AS267881,2803:2a60::/32,32
AS265814,45.70.180.0/22,22
AS265814,2803:3820::/32,32
AS52467,138.36.64.0/24,24
AS52467,138.36.66.0/24,24
AS52467,138.36.65.0/24,24
AS52467,179.0.10.0/24,24
AS52467,2801:1a0::/42,42
AS27808,2800:38::/32,128
AS27808,200.0.65.0/24,32
AS27947,192.207.244.0/24,24
AS269782,45.184.248.0/22,24
AS269782,2803:2360::/32,36
AS27884,2800:b10::/32,64
AS27947,45.235.140.0/22,22
AS27947,2801:13:7000::/48,48
AS61468,45.235.140.0/22,24
AS61468,2801:13:7000::/48,48
AS265670,45.5.13.0/24,24
AS28022,190.106.64.0/20,24
AS267864,45.176.88.0/22,22
AS267864,2803:a260::/32,32
AS264668,45.186.4.0/23,23
