ASN,Prefix,Max prefix length
AS63998,103.61.8.0/22,22
AS63998,103.61.8.0/22,24
AS63998,103.61.8.0/22,30
AS63998,103.61.8.0/23,23
AS63998,103.61.8.0/24,24
AS63998,103.61.9.0/24,24
AS63998,103.61.10.0/23,23
AS63998,103.61.10.0/24,24
AS63998,103.61.11.0/24,24
AS63998,2403:6a80::/32,48
AS132238,103.96.76.0/22,24
AS136557,103.139.78.0/24,24
AS136557,2404:ddc0:6000::/36,36
AS135419,103.120.112.0/22,22
AS135419,103.120.112.0/24,24
AS135419,103.120.113.0/24,24
AS135419,103.120.114.0/24,24
AS135419,103.120.115.0/24,24
AS38719,103.67.234.0/23,24
AS38719,103.67.248.0/24,24
AS38719,2405:df80::/32,48
AS135132,103.52.62.0/24,24
AS64073,103.139.184.0/23,24
AS64073,103.250.88.0/22,24
AS64073,163.47.128.0/22,24
AS64073,202.179.140.0/22,24
AS132730,103.24.32.0/22,24
AS132730,103.224.28.0/22,24
AS132730,163.53.28.0/22,24
AS132730,2406:b100::/32,48
AS45532,114.130.42.0/23,24
AS55828,114.130.46.0/24,24
AS63932,114.130.54.0/23,23
AS63932,114.130.54.0/24,24
AS63932,114.130.55.0/24,24
AS63932,114.130.116.0/22,24
AS64520,114.130.92.0/22,24
AS65505,114.130.75.0/24,24
AS17806,103.248.204.0/22,24
AS17806,114.130.0.0/16,24
AS17806,114.130.0.0/17,21
AS17806,114.130.0.0/18,22
AS17806,114.130.0.0/19,24
AS17806,114.130.32.0/21,24
AS17806,114.130.40.0/23,24
AS17806,114.130.43.0/24,24
AS17806,114.130.44.0/22,24
AS17806,114.130.48.0/22,24
AS17806,114.130.52.0/23,24
AS17806,114.130.56.0/21,24
AS17806,114.130.64.0/19,24
AS17806,114.130.96.0/20,24
AS17806,114.130.112.0/22,24
AS17806,114.130.120.0/21,24
AS17806,114.130.128.0/17,17
AS17806,114.130.128.0/18,18
AS17806,114.130.136.0/24,24
AS17806,114.130.139.0/24,24
AS17806,114.130.140.0/24,24
AS17806,114.130.192.0/19,19
AS17806,114.130.224.0/20,20
AS17806,114.130.240.0/21,21
AS17806,2403:ec00::/32,32
AS17806,2403:ec00:c::/48,48
AS17806,2403:ec00:34::/48,48
AS17806,2403:ec00:35::/48,48
AS17806,2403:ec00:36::/48,48
AS58420,103.248.207.0/24,24
AS58420,114.130.39.0/24,24
AS58420,114.130.48.0/26,26
AS58732,114.130.248.0/21,21
AS58732,114.130.248.0/22,22
AS58732,114.130.248.0/23,23
AS58732,114.130.248.0/24,24
AS58732,114.130.249.0/24,24
AS58732,114.130.250.0/23,23
AS58732,114.130.250.0/24,24
AS58732,114.130.251.0/24,24
AS58732,114.130.252.0/22,22
AS58732,114.130.252.0/23,23
AS58732,114.130.252.0/24,24
AS58732,114.130.253.0/24,24
AS58732,114.130.254.0/23,23
AS58732,114.130.254.0/24,24
AS58732,114.130.255.0/24,24
AS137498,45.115.224.0/22,22
AS137498,45.115.224.0/23,23
AS137498,45.115.224.0/24,24
AS137498,45.115.225.0/24,24
AS137498,45.115.226.0/23,23
AS137498,45.115.226.0/24,24
AS137498,45.115.227.0/24,24
AS137498,103.56.4.0/22,22
AS137498,103.56.4.0/24,24
AS137498,103.56.5.0/24,24
AS137498,103.56.6.0/24,24
AS137498,103.56.7.0/24,24
AS137498,2400:a9c0::/32,32
AS23738,103.103.240.0/24,24
AS23738,103.103.241.0/24,24
AS23738,103.103.242.0/23,24
AS23738,2401:f9c0:1600::/40,40
AS23738,2401:f9c0:2099::/48,48
AS23738,2401:f9c0:fac0::/48,48
AS23738,2401:f9c0:fac1::/48,48
AS23738,2401:f9c0:fac2::/48,48
AS23738,2401:f9c0:fac3::/48,48
AS23738,2401:f9c0:fac4::/48,48
AS23738,2401:f9c0:fac5::/48,48
AS23738,2401:f9c0:fac6::/48,48
AS23738,2401:f9c0:fac7::/48,48
AS23738,2401:f9c0:fac8::/48,48
AS23738,2401:f9c0:fba0::/48,48
AS23738,2401:f9c0:fba1::/48,48
AS23738,2401:f9c0:fba2::/48,48
AS23738,2401:f9c0:fba3::/48,48
AS23738,2401:f9c0:fe00::/40,40
AS23738,2401:f9c0:feed::/48,48
AS133398,103.103.240.0/24,24
AS133398,103.103.241.0/24,24
AS133398,2401:f9c0:2600::/40,40
AS132383,2401:f9c0:1111::/48,48
AS63956,103.103.242.0/24,24
AS20473,103.103.240.0/24,24
AS137268,2401:f9c0:2700::/40,40
AS138365,2401:f9c0:a010::/48,48
AS138365,2401:f9c0:a011::/48,48
AS138365,2401:f9c0:a012::/48,48
AS134371,103.62.140.0/22,22
AS134371,103.62.140.0/24,24
AS134371,103.62.141.0/24,24
AS134371,103.62.142.0/24,24
AS134371,103.62.143.0/24,24
AS134371,202.136.88.0/22,22
AS134371,202.136.88.0/24,24
AS134371,202.136.89.0/24,24
AS134371,202.136.90.0/24,24
AS134371,202.136.91.0/24,24
AS134371,2400:3dc0::/32,32
AS58637,103.14.92.0/24,24
AS58637,103.14.93.0/24,24
AS58637,2001:df0:2d0::/45,45
AS58637,2001:df0:2d8::/45,45
AS59374,43.255.240.0/22,22
AS59374,43.255.240.0/24,24
AS59374,43.255.241.0/24,24
AS59374,43.255.242.0/24,24
AS59374,43.255.243.0/24,24
AS59374,103.233.192.0/22,22
AS59374,103.233.192.0/24,24
AS59374,103.233.193.0/24,24
AS59374,103.233.194.0/24,24
AS59374,103.233.195.0/24,24
AS59374,2401:1a80::/32,32
AS132215,59.144.191.0/24,24
AS132215,61.246.118.0/24,24
AS132215,125.16.228.0/24,24
AS132215,125.22.50.0/24,24
AS9498,59.144.0.0/15,15
AS9498,59.144.0.0/19,19
AS9498,59.144.4.0/22,22
AS9498,59.144.4.0/24,24
AS9498,59.144.6.0/24,24
AS9498,59.144.8.0/21,21
AS9498,59.144.8.0/24,24
AS9498,59.144.9.0/24,24
AS9498,59.144.10.0/24,24
AS9498,59.144.12.0/24,24
AS9498,59.144.16.0/20,20
AS9498,59.144.18.0/24,24
AS9498,59.144.19.0/24,24
AS9498,59.144.22.0/24,24
AS9498,59.144.23.0/24,24
AS9498,59.144.34.0/23,23
AS9498,59.144.34.0/24,24
AS9498,59.144.41.0/24,24
AS9498,59.144.45.0/24,24
AS9498,59.144.50.0/24,24
AS9498,59.144.52.0/24,24
AS9498,59.144.55.0/24,24
AS9498,59.144.56.0/24,24
AS9498,59.144.59.0/24,24
AS9498,59.144.60.0/23,23
AS9498,59.144.62.0/23,23
AS9498,59.144.68.0/22,22
AS9498,59.144.68.0/24,24
AS9498,59.144.72.0/22,22
AS9498,59.144.72.0/24,24
AS9498,59.144.81.0/24,24
AS9498,59.144.88.0/24,24
AS9498,59.144.94.0/24,24
AS9498,59.144.98.0/24,24
AS9498,59.144.99.0/24,24
AS9498,59.144.104.0/21,21
AS9498,59.144.105.0/24,24
AS9498,59.144.108.0/24,24
AS9498,59.144.112.0/22,22
AS9498,59.144.114.0/24,24
AS9498,59.144.116.0/24,24
AS9498,59.144.118.0/24,24
AS9498,59.144.121.0/24,24
AS9498,59.144.122.0/23,23
AS9498,59.144.123.0/24,24
AS9498,59.144.129.0/24,24
AS9498,59.144.132.0/24,24
AS9498,59.144.137.0/24,24
AS9498,59.144.139.0/24,24
AS9498,59.144.140.0/24,24
AS9498,59.144.141.0/24,24
AS9498,59.144.144.0/24,24
AS9498,59.144.176.0/21,21
AS9498,59.144.177.0/24,24
AS9498,59.144.179.0/24,24
AS9498,59.144.181.0/24,24
AS9498,59.144.184.0/21,21
AS9498,59.144.192.0/22,22
AS9498,59.145.0.0/24,24
AS9498,59.145.3.0/24,24
AS9498,59.145.4.0/24,24
AS9498,59.145.8.0/24,24
AS9498,59.145.10.0/24,24
AS9498,59.145.18.0/24,24
AS9498,59.145.23.0/24,24
AS9498,59.145.24.0/24,24
AS9498,59.145.64.0/24,24
AS9498,59.145.65.0/24,24
AS9498,59.145.72.0/23,23
AS9498,59.145.84.0/24,24
AS9498,59.145.85.0/24,24
AS9498,59.145.90.0/24,24
AS9498,59.145.102.0/24,24
AS9498,59.145.103.0/24,24
AS9498,59.145.108.0/24,24
AS9498,59.145.109.0/24,24
AS9498,59.145.112.0/24,24
AS9498,59.145.123.0/24,24
AS9498,59.145.124.0/24,24
AS9498,59.145.125.0/24,24
AS9498,59.145.135.0/24,24
AS9498,59.145.137.0/24,24
AS9498,59.145.139.0/24,24
AS9498,59.145.140.0/24,24
AS9498,59.145.141.0/24,24
AS9498,59.145.142.0/24,24
AS9498,59.145.143.0/24,24
AS9498,59.145.144.0/24,24
AS9498,59.145.145.0/24,24
AS9498,59.145.146.0/24,24
AS9498,59.145.147.0/24,24
AS9498,59.145.151.0/24,24
AS9498,59.145.152.0/24,24
AS9498,59.145.156.0/24,24
AS9498,59.145.157.0/24,24
AS9498,59.145.159.0/24,24
AS9498,59.145.160.0/24,24
AS9498,59.145.164.0/23,24
AS9498,59.145.168.0/24,24
AS9498,59.145.169.0/24,24
AS9498,59.145.172.0/24,24
AS9498,59.145.174.0/23,23
AS9498,59.145.174.0/24,24
AS9498,59.145.176.0/24,24
AS9498,59.145.182.0/23,23
AS9498,59.145.190.0/24,24
AS9498,59.145.196.0/24,24
AS9498,59.145.197.0/24,24
AS9498,59.145.198.0/24,24
AS9498,59.145.199.0/24,24
AS9498,59.145.202.0/23,23
AS9498,59.145.208.0/24,24
AS9498,59.145.210.0/24,24
AS9498,59.145.211.0/24,24
AS9498,59.145.217.0/24,24
AS9498,59.145.218.0/24,24
AS9498,59.145.220.0/24,24
AS9498,59.145.221.0/24,24
AS9498,59.145.222.0/24,24
AS9498,59.145.224.0/24,24
AS9498,59.145.225.0/24,24
AS9498,59.145.227.0/24,24
AS9498,59.145.232.0/24,24
AS9498,59.145.252.0/24,24
AS9498,59.145.253.0/24,24
AS9498,61.95.130.0/24,24
AS9498,61.95.131.0/24,24
AS9498,61.95.132.0/24,24
AS9498,61.95.137.0/24,24
AS9498,61.95.139.0/24,24
AS9498,61.95.140.0/24,24
AS9498,61.95.141.0/24,24
AS9498,61.95.142.0/24,24
AS9498,61.95.143.0/24,24
AS9498,61.95.144.0/24,24
AS9498,61.95.145.0/24,24
AS9498,61.95.146.0/24,24
AS9498,61.95.147.0/24,24
AS9498,61.95.148.0/24,24
AS9498,61.95.149.0/24,24
AS9498,61.95.151.0/24,24
AS9498,61.95.152.0/24,24
AS9498,61.95.156.0/24,24
AS9498,61.95.158.0/24,24
AS9498,61.95.159.0/24,24
AS9498,61.95.160.0/24,24
AS9498,61.95.161.0/24,24
AS9498,61.95.162.0/24,24
AS9498,61.95.163.0/24,24
AS9498,61.95.164.0/24,24
AS9498,61.95.167.0/24,24
AS9498,61.95.168.0/24,24
AS9498,61.95.172.0/24,24
AS9498,61.95.173.0/24,24
AS9498,61.95.174.0/24,24
AS9498,61.95.175.0/24,24
AS9498,61.95.176.0/22,22
AS9498,61.95.177.0/24,24
AS9498,61.95.178.0/24,24
AS9498,61.95.179.0/24,24
AS9498,61.95.180.0/22,22
AS9498,61.95.183.0/24,24
AS9498,61.95.184.0/22,22
AS9498,61.95.188.0/23,23
AS9498,61.95.189.0/24,24
AS9498,61.95.191.0/24,24
AS9498,61.95.196.0/22,22
AS9498,61.95.208.0/24,24
AS9498,61.95.212.0/22,22
AS9498,61.95.216.0/22,22
AS9498,61.95.225.0/24,24
AS9498,61.95.226.0/24,24
AS9498,61.95.229.0/24,24
AS9498,61.95.230.0/24,24
AS9498,61.95.231.0/24,24
AS9498,61.95.233.0/24,24
AS9498,61.95.240.0/24,24
AS9498,61.95.241.0/24,24
AS9498,61.95.242.0/24,24
AS9498,61.95.244.0/23,23
AS9498,61.95.245.0/24,24
AS9498,61.95.247.0/24,24
AS9498,61.95.248.0/24,24
AS9498,61.95.250.0/24,24
AS9498,61.95.254.0/24,24
AS9498,61.95.255.0/24,24
AS9498,61.246.0.0/16,16
AS9498,61.246.0.0/17,17
AS9498,61.246.0.0/18,18
AS9498,61.246.0.0/19,19
AS9498,61.246.0.0/20,20
AS9498,61.246.0.0/21,21
AS9498,61.246.0.0/22,22
AS9498,61.246.0.0/23,24
AS9498,61.246.9.0/24,24
AS9498,61.246.10.0/23,24
AS9498,61.246.45.0/24,24
AS9498,61.246.46.0/24,24
AS9498,61.246.48.0/24,24
AS9498,61.246.49.0/24,24
AS9498,61.246.50.0/24,24
AS9498,61.246.51.0/24,24
AS9498,61.246.52.0/22,22
AS9498,61.246.56.0/22,22
AS9498,61.246.56.0/23,23
AS9498,61.246.57.0/24,24
AS9498,61.246.60.0/22,22
AS9498,61.246.60.0/24,24
AS9498,61.246.61.0/24,24
AS9498,61.246.62.0/24,24
AS9498,61.246.63.0/24,24
AS9498,61.246.88.0/21,21
AS9498,61.246.88.0/23,23
AS9498,61.246.96.0/20,20
AS9498,61.246.100.0/22,24
AS9498,61.246.104.0/21,21
AS9498,61.246.112.0/20,20
AS9498,61.246.120.0/24,24
AS9498,61.246.128.0/24,24
AS9498,61.246.129.0/24,24
AS9498,61.246.131.0/24,24
AS9498,61.246.132.0/24,24
AS9498,61.246.136.0/24,24
AS9498,61.246.137.0/24,24
AS9498,61.246.142.0/24,24
AS9498,61.246.162.0/24,24
AS9498,61.246.165.0/24,24
AS9498,61.246.168.0/24,24
AS9498,61.246.173.0/24,24
AS9498,61.246.178.0/24,24
AS9498,61.246.184.0/24,24
AS9498,61.246.185.0/24,24
AS9498,61.246.186.0/24,24
AS9498,61.246.187.0/24,24
AS9498,61.246.188.0/24,24
AS9498,61.246.190.0/23,23
AS9498,61.246.193.0/24,24
AS9498,61.246.195.0/24,24
AS9498,61.246.199.0/24,24
AS9498,61.246.202.0/24,24
AS9498,61.246.203.0/24,24
AS9498,61.246.204.0/24,24
AS9498,61.246.207.0/24,24
AS9498,61.246.216.0/24,24
AS9498,61.246.217.0/24,24
AS9498,61.246.219.0/24,24
AS9498,61.246.224.0/24,24
AS9498,61.246.226.0/24,24
AS9498,61.246.231.0/24,24
AS9498,61.246.232.0/24,24
AS9498,61.246.239.0/24,24
AS9498,61.246.244.0/24,24
AS9498,61.246.246.0/24,24
AS9498,61.246.247.0/24,24
AS9498,61.247.224.0/19,19
AS9498,61.247.240.0/20,20
AS9498,61.247.254.0/24,24
AS9498,122.160.55.0/24,24
AS9498,122.160.99.0/24,24
AS9498,122.160.125.0/24,24
AS9498,122.160.131.0/24,24
AS9498,122.160.145.0/24,24
AS9498,122.160.149.0/24,24
AS9498,122.160.162.0/24,24
AS9498,122.160.188.0/24,24
AS9498,122.160.195.0/24,24
AS9498,122.160.214.0/23,23
AS9498,122.160.234.0/24,24
AS9498,122.160.238.0/24,24
AS9498,122.160.244.0/24,24
AS9498,122.160.248.0/24,24
AS9498,125.16.0.0/13,13
AS9498,125.16.0.0/14,24
AS9498,125.20.0.0/15,24
AS9498,125.22.0.0/15,24
AS9498,182.78.2.0/24,24
AS9498,202.56.193.0/24,24
AS9498,202.56.194.0/24,24
AS9498,202.56.195.0/24,24
AS9498,202.56.196.0/24,24
AS9498,202.56.197.0/24,24
AS9498,202.56.200.0/24,24
AS9498,202.56.202.0/24,24
AS9498,202.56.204.0/24,24
AS9498,202.56.207.0/24,24
AS9498,202.56.212.0/24,24
AS9498,202.56.214.0/24,24
AS9498,202.56.219.0/24,24
AS9498,202.56.228.0/22,22
AS9498,202.56.228.0/24,24
AS9498,202.56.229.0/24,24
AS9498,202.56.230.0/24,24
AS9498,202.56.231.0/24,24
AS9498,202.56.232.0/22,22
AS9498,202.56.234.0/24,24
AS9498,202.56.236.0/22,22
AS9498,202.56.241.0/24,24
AS9498,202.56.243.0/24,24
AS9498,202.56.246.0/24,24
AS9498,202.56.248.0/24,24
AS9498,202.56.249.0/24,24
AS9498,202.56.250.0/24,24
AS9498,202.56.251.0/24,24
AS9498,202.56.253.0/24,24
AS9498,202.56.254.0/24,24
AS9498,202.56.255.0/24,24
AS9498,203.101.0.0/24,24
AS9498,203.101.1.0/24,24
AS9498,203.101.2.0/24,24
AS9498,203.101.3.0/24,24
AS9498,203.101.4.0/22,22
AS9498,203.101.5.0/24,24
AS9498,203.101.8.0/21,21
AS9498,203.101.16.0/20,20
AS9498,203.101.32.0/19,19
AS9498,203.101.32.0/21,21
AS9498,203.101.32.0/24,24
AS9498,203.101.33.0/24,24
AS9498,203.101.34.0/24,24
AS9498,203.101.35.0/24,24
AS9498,203.101.36.0/24,24
AS9498,203.101.37.0/24,24
AS9498,203.101.38.0/24,24
AS9498,203.101.39.0/24,24
AS9498,203.101.40.0/21,21
AS9498,203.101.40.0/24,24
AS9498,203.101.41.0/24,24
AS9498,203.101.42.0/24,24
AS9498,203.101.43.0/24,24
AS9498,203.101.44.0/24,24
AS9498,203.101.45.0/24,24
AS9498,203.101.46.0/23,24
AS9498,203.101.48.0/24,24
AS9498,203.101.49.0/24,24
AS9498,203.101.50.0/24,24
AS9498,203.101.51.0/24,24
AS9498,203.101.52.0/23,24
AS9498,203.101.54.0/24,24
AS9498,203.101.55.0/24,24
AS9498,203.101.56.0/22,22
AS9498,203.101.56.0/23,24
AS9498,203.101.58.0/24,24
AS9498,203.101.59.0/24,24
AS9498,203.101.60.0/24,24
AS9498,203.101.61.0/24,24
AS9498,203.101.62.0/24,24
AS9498,203.101.63.0/24,24
AS9498,203.101.64.0/18,18
AS9498,203.101.65.0/24,24
AS9498,203.101.66.0/24,24
AS9498,203.101.69.0/24,24
AS9498,203.101.72.0/24,24
AS9498,203.101.73.0/24,24
AS9498,203.101.74.0/24,24
AS9498,203.101.80.0/21,21
AS9498,203.101.82.0/24,24
AS9498,203.101.86.0/24,24
AS9498,203.101.87.0/24,24
AS9498,203.101.95.0/24,24
AS9498,203.101.96.0/22,22
AS9498,203.101.96.0/24,24
AS9498,203.101.100.0/22,22
AS9498,203.101.101.0/24,24
AS9498,203.101.104.0/23,23
AS9498,203.101.108.0/24,24
AS9498,203.101.111.0/24,24
AS9498,203.101.112.0/23,23
AS9498,203.101.113.0/24,24
AS9498,203.101.116.0/24,24
AS9498,203.101.118.0/24,24
AS9498,203.145.131.0/24,24
AS9498,203.145.133.0/24,24
AS9498,203.145.134.0/24,24
AS9498,203.145.135.0/24,24
AS9498,203.145.138.0/24,24
AS9498,203.145.139.0/24,24
AS9498,203.145.141.0/24,24
AS9498,203.145.142.0/24,24
AS9498,203.145.145.0/24,24
AS9498,203.145.151.0/24,24
AS9498,203.145.152.0/23,23
AS9498,203.145.154.0/24,24
AS9498,203.145.155.0/24,24
AS9498,203.145.156.0/24,24
AS9498,203.145.157.0/24,24
AS9498,203.145.158.0/24,24
AS9498,203.145.159.0/24,24
AS9498,203.145.160.0/22,22
AS9498,203.145.161.0/24,24
AS9498,203.145.162.0/24,24
AS9498,203.145.163.0/24,24
AS9498,203.145.172.0/24,24
AS9498,203.145.173.0/24,24
AS9498,203.145.174.0/24,24
AS9498,203.145.175.0/24,24
AS9498,203.145.176.0/22,22
AS9498,203.145.176.0/24,24
AS9498,203.145.177.0/24,24
AS9498,203.145.178.0/24,24
AS9498,203.145.180.0/24,24
AS9498,203.145.181.0/24,24
AS9498,203.145.182.0/24,24
AS9498,203.145.185.0/24,24
AS9498,203.145.189.0/24,24
AS45609,59.144.111.0/24,24
AS45609,125.17.2.0/24,24
AS45609,125.18.116.0/24,24
AS45609,125.18.246.0/24,24
AS45609,125.18.254.0/24,24
AS45609,125.22.79.0/24,24
AS24560,59.144.0.0/22,22
AS24560,59.144.32.0/24,24
AS24560,59.144.40.0/24,24
AS24560,59.144.46.0/23,23
AS24560,59.144.47.0/24,24
AS24560,59.144.49.0/24,24
AS24560,59.144.92.0/24,24
AS24560,59.144.96.0/24,24
AS24560,59.144.124.0/23,23
AS24560,59.144.126.0/24,24
AS24560,59.144.127.0/24,24
AS24560,59.144.160.0/19,19
AS24560,59.144.192.0/24,24
AS24560,59.144.193.0/24,24
AS24560,59.144.194.0/23,23
AS24560,59.144.196.0/22,22
AS24560,59.144.240.0/20,20
AS24560,59.144.240.0/22,22
AS24560,59.144.244.0/22,22
AS24560,59.144.248.0/24,24
AS24560,59.144.250.0/23,23
AS24560,59.144.252.0/22,22
AS24560,61.95.192.0/22,22
AS24560,61.95.192.0/24,24
AS24560,61.95.193.0/24,24
AS24560,61.95.197.0/24,24
AS24560,61.95.198.0/23,23
AS24560,61.95.200.0/21,22
AS24560,61.95.204.0/24,24
AS24560,61.95.219.0/24,24
AS24560,61.95.220.0/22,22
AS24560,61.95.224.0/24,24
AS24560,61.95.227.0/24,24
AS24560,61.95.228.0/24,24
AS24560,61.95.234.0/24,24
AS24560,61.95.235.0/24,24
AS24560,61.95.246.0/24,24
AS24560,61.95.249.0/24,24
AS24560,61.246.0.0/21,21
AS24560,61.246.12.0/23,23
AS24560,61.246.32.0/21,21
AS24560,61.246.47.0/24,24
AS24560,61.246.139.0/24,24
AS24560,61.246.140.0/24,24
AS24560,61.246.144.0/21,21
AS24560,61.246.144.0/23,24
AS24560,61.246.146.0/23,24
AS24560,61.246.148.0/22,24
AS24560,61.246.152.0/21,21
AS24560,61.246.152.0/23,24
AS24560,61.246.154.0/23,24
AS24560,61.246.156.0/22,24
AS24560,61.246.236.0/23,23
AS24560,61.246.241.0/24,24
AS24560,61.246.253.0/24,24
AS24560,61.247.224.0/20,20
AS24560,61.247.230.0/24,24
AS24560,61.247.238.0/24,24
AS24560,61.247.240.0/23,24
AS24560,61.247.242.0/23,23
AS24560,61.247.251.0/24,24
AS24560,61.247.252.0/24,24
AS24560,61.247.253.0/24,24
AS24560,61.247.255.0/24,24
AS24560,122.160.0.0/16,16
AS24560,122.160.0.0/24,24
AS24560,122.160.1.0/24,24
AS24560,122.160.2.0/24,24
AS24560,122.160.3.0/24,24
AS24560,122.160.4.0/23,23
AS24560,122.160.8.0/23,23
AS24560,122.160.10.0/23,23
AS24560,122.160.12.0/24,24
AS24560,122.160.13.0/24,24
AS24560,122.160.14.0/24,24
AS24560,122.160.15.0/24,24
AS24560,122.160.16.0/24,24
AS24560,122.160.17.0/24,24
AS24560,122.160.18.0/24,24
AS24560,122.160.19.0/24,24
AS24560,122.160.20.0/22,22
AS24560,122.160.20.0/24,24
AS24560,122.160.21.0/24,24
AS24560,122.160.22.0/24,24
AS24560,122.160.23.0/24,24
AS24560,122.160.24.0/24,24
AS24560,122.160.25.0/24,24
AS24560,122.160.26.0/24,24
AS24560,122.160.27.0/24,24
AS24560,122.160.28.0/23,23
AS24560,122.160.30.0/24,24
AS24560,122.160.31.0/24,24
AS24560,122.160.32.0/24,24
AS24560,122.160.33.0/24,24
AS24560,122.160.34.0/24,24
AS24560,122.160.35.0/24,24
AS24560,122.160.36.0/24,24
AS24560,122.160.37.0/24,24
AS24560,122.160.38.0/23,23
AS24560,122.160.40.0/22,22
AS24560,122.160.44.0/22,22
AS24560,122.160.48.0/22,22
AS24560,122.160.52.0/23,23
AS24560,122.160.56.0/22,22
AS24560,122.160.60.0/22,22
AS24560,122.160.64.0/24,24
AS24560,122.160.65.0/24,24
AS24560,122.160.66.0/24,24
AS24560,122.160.67.0/24,24
AS24560,122.160.68.0/24,24
AS24560,122.160.69.0/24,24
AS24560,122.160.70.0/24,24
AS24560,122.160.71.0/24,24
AS24560,122.160.72.0/24,24
AS24560,122.160.73.0/24,24
AS24560,122.160.74.0/24,24
AS24560,122.160.75.0/24,24
AS24560,122.160.76.0/24,24
AS24560,122.160.77.0/24,24
AS24560,122.160.78.0/24,24
AS24560,122.160.79.0/24,24
AS24560,122.160.80.0/24,24
AS24560,122.160.81.0/24,24
AS24560,122.160.82.0/24,24
AS24560,122.160.83.0/24,24
AS24560,122.160.84.0/24,24
AS24560,122.160.85.0/24,24
AS24560,122.160.86.0/24,24
AS24560,122.160.87.0/24,24
AS24560,122.160.88.0/24,24
AS24560,122.160.89.0/24,24
AS24560,122.160.90.0/23,23
AS24560,122.160.92.0/24,24
AS24560,122.160.94.0/24,24
AS24560,122.160.95.0/24,24
AS24560,122.160.96.0/24,24
AS24560,122.160.97.0/24,24
AS24560,122.160.98.0/24,24
AS24560,122.160.99.0/24,24
AS24560,122.160.100.0/24,24
AS24560,122.160.101.0/24,24
AS24560,122.160.102.0/23,23
AS24560,122.160.104.0/24,24
AS24560,122.160.105.0/24,24
AS24560,122.160.106.0/23,23
AS24560,122.160.108.0/24,24
AS24560,122.160.109.0/24,24
AS24560,122.160.110.0/24,24
AS24560,122.160.111.0/24,24
AS24560,122.160.112.0/24,24
AS24560,122.160.113.0/24,24
AS24560,122.160.114.0/24,24
AS24560,122.160.115.0/24,24
AS24560,122.160.116.0/24,24
AS24560,122.160.118.0/23,23
AS24560,122.160.120.0/24,24
AS24560,122.160.123.0/24,24
AS24560,122.160.126.0/24,24
AS24560,122.160.127.0/24,24
AS24560,122.160.128.0/24,24
AS24560,122.160.129.0/24,24
AS24560,122.160.130.0/23,23
AS24560,122.160.132.0/24,24
AS24560,122.160.133.0/24,24
AS24560,122.160.134.0/24,24
AS24560,122.160.135.0/24,24
AS24560,122.160.136.0/22,22
AS24560,122.160.140.0/22,22
AS24560,122.160.144.0/24,24
AS24560,122.160.147.0/24,24
AS24560,122.160.148.0/24,24
AS24560,122.160.151.0/24,24
AS24560,122.160.152.0/24,24
AS24560,122.160.153.0/24,24
AS24560,122.160.154.0/24,24
AS24560,122.179.192.0/18,18
AS24560,125.22.4.0/24,24
AS24560,125.22.13.0/24,24
AS24560,125.22.45.0/24,24
AS24560,125.22.46.0/24,24
AS24560,125.22.105.0/24,24
AS24560,125.22.172.0/24,24
AS24560,125.22.240.0/21,21
AS24560,125.22.248.0/21,21
AS24560,125.22.252.0/24,24
AS24560,125.22.253.0/24,24
AS24560,125.22.254.0/24,24
AS24560,125.22.255.0/24,24
AS24560,125.23.208.0/20,24
AS24560,202.56.215.0/24,24
AS24560,202.56.221.0/24,24
AS24560,202.56.224.0/24,24
AS24560,203.101.40.0/22,22
AS24560,203.101.44.0/23,23
AS24560,203.101.61.0/24,24
AS24560,203.101.63.0/24,24
AS24560,203.101.84.0/24,24
AS24560,203.101.104.0/24,24
AS24560,203.101.126.0/24,24
AS24560,203.145.152.0/24,24
AS24560,203.145.153.0/24,24
AS24560,203.145.160.0/24,24
AS24560,203.145.165.0/24,24
AS24560,203.145.166.0/23,23
AS24560,203.145.168.0/24,24
AS24560,203.145.171.0/24,24
AS24560,203.145.183.0/24,24
AS24560,203.145.184.0/24,24
AS24560,203.145.187.0/24,24
AS137670,59.144.189.0/24,24
AS137670,59.145.68.0/24,24
AS63968,103.52.28.0/22,24
AS132216,103.134.208.0/22,24
AS132216,2404:6bc0::/32,36
AS56293,59.153.84.0/22,24
AS56293,103.10.20.0/22,24
AS23755,202.7.4.0/22,24
AS132040,103.23.16.0/22,24
AS132040,202.8.44.0/22,24
AS132040,2001:4410::/32,40
AS132040,2001:4410:1000::/45,48
AS132040,2001:4410:2000::/43,48
AS137074,103.104.16.0/22,24
AS137074,2401:fdc0::/32,36
AS134094,45.123.116.0/24,24
AS134094,45.123.118.0/24,24
AS134094,45.123.119.0/24,24
AS134094,103.103.128.0/24,24
AS134094,103.103.129.0/24,24
AS134094,103.103.130.0/24,24
AS134094,103.103.131.0/24,24
AS134094,2401:f540::/40,40
AS49544,45.123.117.0/24,24
AS137557,103.113.44.0/22,24
AS131259,36.255.124.0/24,24
AS131259,36.255.125.0/24,24
AS131259,36.255.126.0/24,24
AS131259,36.255.127.0/24,24
AS131259,43.249.12.0/24,24
AS131259,43.249.13.0/24,24
AS131259,43.249.14.0/24,24
AS131259,43.249.15.0/24,24
AS131259,103.23.76.0/22,24
AS131259,103.209.120.0/24,24
AS131259,103.209.121.0/24,24
AS131259,103.209.122.0/24,24
AS131259,103.209.123.0/24,24
